"Country","Year","Population.x","Population.y","Continent","Hemisphere","Human.Development.Groups","UNDP.Developing.Regions","HDI.Rank..2021.","Gross_National_Income_per_capita","COU","POL","Pollutant","VAR","Variable","YEA","Unit.Code","Unit","PowerCode.Code","PowerCode","Value"
"Denmark",2021,5840045,5840045,"Europe","Northern Hemisphere","Very High","",6,60364.78595,"DNK","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",88.692
"Estonia",2000,1401250,1401250,"Europe","Northern Hemisphere","Very High","",31,14343.06663,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",44.401
"Estonia",2005,1358850,1358850,"Europe","Northern Hemisphere","Very High","",31,22401.96281,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",42.064
"Estonia",2010,1333290,1333290,"Europe","Northern Hemisphere","Very High","",31,23797.52137,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",41.99
"Estonia",2011,1329660,1329660,"Europe","Northern Hemisphere","Very High","",31,25900.41923,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",40.356
"Estonia",2012,1325217,1325217,"Europe","Northern Hemisphere","Very High","",31,27110.35149,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",37.397
"Estonia",2013,1320174,1320174,"Europe","Northern Hemisphere","Very High","",31,28361.78899,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",36.535
"Estonia",2014,1315819,1315819,"Europe","Northern Hemisphere","Very High","",31,29532.96608,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",34.73
"Estonia",2015,1313271,1313271,"Europe","Northern Hemisphere","Very High","",31,30361.38783,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",30.554
"Estonia",2016,1315944,1315944,"Europe","Northern Hemisphere","Very High","",31,31594.42466,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",31.066
"Estonia",2017,1315635,1315635,"Europe","Northern Hemisphere","Very High","",31,33040.70655,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",31.554
"Estonia",2018,1319133,1319133,"Europe","Northern Hemisphere","Very High","",31,34552.40442,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",30.434
"Estonia",2019,1324820,1324820,"Europe","Northern Hemisphere","Very High","",31,35879.58776,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",25.413
"Estonia",2020,1328889,1328889,"Europe","Northern Hemisphere","Very High","",31,35131.82128,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",23.207
"Estonia",2021,1330068,1330068,"Europe","Northern Hemisphere","Very High","",31,38048.26372,"EST","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",22.485
"Finland",2000,5171302,5171302,"Europe","Northern Hemisphere","Very High","",11,42005.37419,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",234.847
"Finland",2005,5236611,5236611,"Europe","Northern Hemisphere","Very High","",11,45949.01811,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",200.402
"Finland",2010,5351427,5351427,"Europe","Northern Hemisphere","Very High","",11,46138.47385,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",179.376
"Finland",2011,5375276,5375276,"Europe","Northern Hemisphere","Very High","",11,46338.34586,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",163.635
"Finland",2012,5401267,5401267,"Europe","Northern Hemisphere","Very High","",11,45340.26397,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",154.705
"Finland",2013,5426674,5426674,"Europe","Northern Hemisphere","Very High","",11,44871.50214,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",151.179
"Finland",2014,5451270,5451270,"Europe","Northern Hemisphere","Very High","",11,45016.4823,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",143.276
"Finland",2015,5471753,5471753,"Europe","Northern Hemisphere","Very High","",11,45628.12268,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",132.151
"Finland",2016,5487308,5487308,"Europe","Northern Hemisphere","Very High","",11,46502.46698,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",127.585
"Finland",2017,5503297,5503297,"Europe","Northern Hemisphere","Very High","",11,47593.88701,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",123.563
"Finland",2018,5513130,5513130,"Europe","Northern Hemisphere","Very High","",11,48369.87096,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",119.361
"Finland",2019,5517919,5517919,"Europe","Northern Hemisphere","Very High","",11,48901.80936,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",112.632
"Finland",2020,5525292,5525292,"Europe","Northern Hemisphere","Very High","",11,47946.32854,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",97.874
"Finland",2021,5533793,5533793,"Europe","Northern Hemisphere","Very High","",11,49452.16672,"FIN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",97.422
"France",2000,60545022,60545022,"Europe","Northern Hemisphere","Very High","",28,40105.28572,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",1809.427
"France",2005,62772870,62772870,"Europe","Northern Hemisphere","Very High","",28,41993.32952,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",1579.497
"France",2010,64658856,64658856,"Europe","Northern Hemisphere","Very High","",28,42771.58715,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",1228.872
"France",2011,64978721,64978721,"Europe","Northern Hemisphere","Very High","",28,43324.1221,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",1171.657
"France",2012,65276983,65276983,"Europe","Northern Hemisphere","Very High","",28,43009.1157,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",1144.955
"France",2013,65600350,65600350,"Europe","Northern Hemisphere","Very High","",28,43213.27903,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",1125.975
"France",2014,66165980,66165980,"Europe","Northern Hemisphere","Very High","",28,43562.21508,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",1049.952
"France",2015,66458153,66458153,"Europe","Northern Hemisphere","Very High","",28,44323.97472,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",1027.173
"France",2016,66638391,66638391,"Europe","Northern Hemisphere","Very High","",28,44814.41572,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",978.139
"France",2017,66809816,66809816,"Europe","Northern Hemisphere","Very High","",28,45584.57087,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",947.862
"France",2018,67026224,67026224,"Europe","Northern Hemisphere","Very High","",28,46162.6579,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",893.116
"France",2019,67177636,67177636,"Europe","Northern Hemisphere","Very High","",28,46963.19576,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",840.294
"France",2020,67320216,67320216,"Europe","Northern Hemisphere","Very High","",28,43047.83087,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",732.559
"France",2021,67656682,67656682,"Europe","Northern Hemisphere","Very High","",28,45937.05273,"FRA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",750.838
"Germany",2000,82163475,82163475,"Europe","Northern Hemisphere","Very High","",9,42394.86412,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",1859.986
"Germany",2005,82500849,82500849,"Europe","Northern Hemisphere","Very High","",9,44193.77053,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",1609.133
"Germany",2010,81802257,81802257,"Europe","Northern Hemisphere","Very High","",9,47554.22563,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",1449.99
"Germany",2011,80222065,80222065,"Europe","Northern Hemisphere","Very High","",9,50108.04686,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",1429.196
"Germany",2012,80327900,80327900,"Europe","Northern Hemisphere","Very High","",9,50123.5299,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",1424.369
"Germany",2013,80523746,80523746,"Europe","Northern Hemisphere","Very High","",9,50314.54101,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",1427.412
"Germany",2014,80767463,80767463,"Europe","Northern Hemisphere","Very High","",9,51268.8727,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",1384.176
"Germany",2015,81197537,81197537,"Europe","Northern Hemisphere","Very High","",9,52200.62642,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",1358.586
"Germany",2016,82175684,82175684,"Europe","Northern Hemisphere","Very High","",9,53349.82314,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",1324.011
"Germany",2017,82521653,82521653,"Europe","Northern Hemisphere","Very High","",9,54335.96281,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",1267.944
"Germany",2018,82792351,82792351,"Europe","Northern Hemisphere","Very High","",9,54981.27749,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",1180.427
"Germany",2019,83019213,83019213,"Europe","Northern Hemisphere","Very High","",9,55564.96736,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",1095.939
"Germany",2020,83166711,83166711,"Europe","Northern Hemisphere","Very High","",9,53077.54364,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",970.609
"Germany",2021,83155031,83155031,"Europe","Northern Hemisphere","Very High","",9,54534.21682,"DEU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",963.226
"Greece",2000,10775627,10775627,"Europe","Northern Hemisphere","Very High","",33,28360.54842,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",429.542
"Greece",2005,10969912,10969912,"Europe","Northern Hemisphere","Very High","",33,33703.24653,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",481.764
"Greece",2010,11119289,11119289,"Europe","Northern Hemisphere","Very High","",33,32426.75908,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",362.583
"Greece",2011,11123392,11123392,"Europe","Northern Hemisphere","Very High","",33,28849.61236,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",324.831
"Greece",2012,11086406,11086406,"Europe","Northern Hemisphere","Very High","",33,27795.0881,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",284.459
"Greece",2013,11003615,11003615,"Europe","Northern Hemisphere","Very High","",33,27200.16825,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",272.524
"Greece",2014,10926807,10926807,"Europe","Northern Hemisphere","Very High","",33,27850.41613,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",267.882
"Greece",2015,10858018,10858018,"Europe","Northern Hemisphere","Very High","",33,28208.72,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",261.616
"Greece",2016,10783748,10783748,"Europe","Northern Hemisphere","Very High","",33,28194.52399,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",260.771
"Greece",2017,10768193,10768193,"Europe","Northern Hemisphere","Very High","",33,28461.45581,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",266.128
"Greece",2018,10741165,10741165,"Europe","Northern Hemisphere","Very High","",33,28566.21672,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",257.032
"Greece",2019,10724599,10724599,"Europe","Northern Hemisphere","Very High","",33,29102.85675,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",247.979
"Greece",2020,10718565,10718565,"Europe","Northern Hemisphere","Very High","",33,26680.88796,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",221.389
"Greece",2021,10678632,10678632,"Europe","Northern Hemisphere","Very High","",33,29002.48545,"GRC","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",221.288
"Hungary",2000,10221644,10221644,"Europe","Northern Hemisphere","Very High","",46,18526.67396,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",188.482
"Hungary",2005,10097549,10097549,"Europe","Northern Hemisphere","Very High","",46,23355.02461,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",178.947
"Hungary",2010,10014324,10014324,"Europe","Northern Hemisphere","Very High","",46,23597.39481,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",147.601
"Hungary",2011,9985722,9985722,"Europe","Northern Hemisphere","Very High","",46,23814.05863,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",138.097
"Hungary",2012,9931925,9931925,"Europe","Northern Hemisphere","Very High","",46,23596.14241,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",131.367
"Hungary",2013,9908798,9908798,"Europe","Northern Hemisphere","Very High","",46,24483.8189,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",127.538
"Hungary",2014,9877365,9877365,"Europe","Northern Hemisphere","Very High","",46,25259.66574,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",125.749
"Hungary",2015,9855571,9855571,"Europe","Northern Hemisphere","Very High","",46,26281.74257,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",127.923
"Hungary",2016,9830485,9830485,"Europe","Northern Hemisphere","Very High","",46,27615.68144,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",120.216
"Hungary",2017,9797561,9797561,"Europe","Northern Hemisphere","Very High","",46,28307.73017,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",121.395
"Hungary",2018,9778371,9778371,"Europe","Northern Hemisphere","Very High","",46,29638.3262,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",120.405
"Hungary",2019,9772756,9772756,"Europe","Northern Hemisphere","Very High","",46,31464.44259,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",114.793
"Hungary",2020,9769526,9769526,"Europe","Northern Hemisphere","Very High","",46,30487.04684,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",107.509
"Hungary",2021,9730772,9730772,"Europe","Northern Hemisphere","Very High","",46,32789.01063,"HUN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",109.604
"Iceland",2000,279049,279049,"Europe","Northern Hemisphere","Very High","",3,37875.68092,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",30.645
"Iceland",2005,293577,293577,"Europe","Northern Hemisphere","Very High","",3,43631.89546,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",26.513
"Iceland",2010,317630,317630,"Europe","Northern Hemisphere","Very High","",3,37384.16258,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",24.222
"Iceland",2011,318452,318452,"Europe","Northern Hemisphere","Very High","",3,39273.83731,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",21.904
"Iceland",2012,319575,319575,"Europe","Northern Hemisphere","Very High","",3,40751.37618,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",21.776
"Iceland",2013,321857,321857,"Europe","Northern Hemisphere","Very High","",3,46066.78901,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",21.016
"Iceland",2014,325671,325671,"Europe","Northern Hemisphere","Very High","",3,46529.7034,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",20.894
"Iceland",2015,329100,329100,"Europe","Northern Hemisphere","Very High","",3,48904.51421,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",21.736
"Iceland",2016,332529,332529,"Europe","Northern Hemisphere","Very High","",3,52768.75433,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",19.679
"Iceland",2017,338349,338349,"Europe","Northern Hemisphere","Very High","",3,53923.22172,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",19.904
"Iceland",2018,348450,348450,"Europe","Northern Hemisphere","Very High","",3,56492.26004,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",20.211
"Iceland",2019,356991,356991,"Europe","Northern Hemisphere","Very High","",3,58055.06597,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",19.118
"Iceland",2020,364134,364134,"Europe","Northern Hemisphere","Very High","",3,54141.4547,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",17.768
"Iceland",2021,368792,368792,"Europe","Northern Hemisphere","Very High","",3,55782.04981,"ISL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",19.373
"Ireland",2000,3777565,3777565,"Europe","Northern Hemisphere","Very High","",8,40412.06014,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",179.915
"Ireland",2005,4111672,4111672,"Europe","Northern Hemisphere","Very High","",8,46725.35649,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",174.091
"Ireland",2010,4549428,4549428,"Europe","Northern Hemisphere","Very High","",8,41667.89887,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",119.385
"Ireland",2011,4570881,4570881,"Europe","Northern Hemisphere","Very High","",8,41143.12106,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",107.29
"Ireland",2012,4589287,4589287,"Europe","Northern Hemisphere","Very High","",8,40945.23159,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",109.103
"Ireland",2013,4609779,4609779,"Europe","Northern Hemisphere","Very High","",8,43349.89161,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",110.717
"Ireland",2014,4637852,4637852,"Europe","Northern Hemisphere","Very High","",8,46428.53601,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",109.481
"Ireland",2015,4677627,4677627,"Europe","Northern Hemisphere","Very High","",8,55490.8464,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",112.232
"Ireland",2016,4726286,4726286,"Europe","Northern Hemisphere","Very High","",8,59305.86957,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",112.256
"Ireland",2017,4784383,4784383,"Europe","Northern Hemisphere","Very High","",8,61729.40784,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",109.787
"Ireland",2018,4830392,4830392,"Europe","Northern Hemisphere","Very High","",8,64098.84282,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",110.867
"Ireland",2019,4904240,4904240,"Europe","Northern Hemisphere","Very High","",8,67253.22253,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",102.732
"Ireland",2020,4964440,4964440,"Europe","Northern Hemisphere","Very High","",8,67735.8762,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",95.756
"Ireland",2021,5006324,5006324,"Europe","Northern Hemisphere","Very High","",8,76168.98443,"IRL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",99.44
"Israel",2000,6209145,6209145,"Asia","Northern Hemisphere","Very High","",22,27991.28691,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",236.673
"Israel",2005,6869497,6869497,"Asia","Northern Hemisphere","Very High","",22,28844.25638,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",196.438
"Israel",2010,7552047,7552047,"Asia","Northern Hemisphere","Very High","",22,32085.50509,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",163.3
"Israel",2011,7695078,7695078,"Asia","Northern Hemisphere","Very High","",22,33026.89275,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",158.143
"Israel",2012,7836510,7836510,"Asia","Northern Hemisphere","Very High","",22,33231.73289,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",177.811
"Israel",2013,7984456,7984456,"Asia","Northern Hemisphere","Very High","",22,34530.46471,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",144.965
"Israel",2014,8134460,8134460,"Asia","Northern Hemisphere","Very High","",22,35876.7937,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",125.068
"Israel",2015,8296899,8296899,"Asia","Northern Hemisphere","Very High","",22,36704.39549,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",117.557
"Israel",2016,8463427,8463427,"Asia","Northern Hemisphere","Very High","",22,37937.41307,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",101.908
"Israel",2017,8628589,8628589,"Asia","Northern Hemisphere","Very High","",22,38924.31301,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",96.216
"Israel",2018,8797940,8797940,"Asia","Northern Hemisphere","Very High","",22,39620.10088,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",92.24
"Israel",2019,8967596,8967596,"Asia","Northern Hemisphere","Very High","",22,40633.62378,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",85.625
"Israel",2020,9140470,9140470,"Asia","Northern Hemisphere","Very High","",22,39015.07545,"ISR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",77.301
"Israel",2021,9289762,9289762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Italy",2000,56923524,56923524,"Europe","Northern Hemisphere","Very High","",30,42800.14793,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",1502.606
"Italy",2005,57874753,57874753,"Europe","Northern Hemisphere","Very High","",30,44251.98788,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",1286.766
"Italy",2010,59190143,59190143,"Europe","Northern Hemisphere","Very High","",30,42150.60535,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",938.316
"Italy",2011,59364690,59364690,"Europe","Northern Hemisphere","Very High","",30,42043.25452,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",900.19
"Italy",2012,59394207,59394207,"Europe","Northern Hemisphere","Very High","",30,40576.27663,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",852.925
"Italy",2013,59685227,59685227,"Europe","Northern Hemisphere","Very High","",30,39517.53859,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",782.848
